date,bairro,mare_m,chuva_mm,lat,lon,altitude,vulnerabilidade,densidade_pop,tipo_bairro,ocorrencias
2024-01-07,Casa Forte,1.1,0.0,-8.01836,-34.925197,45,0.25,5400,altitude,1
2024-01-07,Coelhos,1.1,0.0,-8.063234,-34.872276,3,0.72,14300,ribeirinho,2
2024-01-07,Cordeiro,1.1,0.0,-8.051857,-34.937644,25,0.48,8700,urbano_medio,1
2024-01-07,Ibura,1.1,0.0,-8.118808,-34.944393,12,0.75,17500,urbano_denso,1
2024-01-07,Ilha Joana Bezerra,1.1,0.0,-8.064262,-34.897031,2,0.85,19200,ribeirinho,2
2024-01-07,Madalena,1.1,0.0,-8.054223,-34.914572,10,0.52,9800,urbano_medio,1
2024-01-07,Pina,1.1,0.0,-8.084767,-34.882546,3,0.68,12200,litoraneo,1
2024-01-07,Santo Amaro,1.1,0.0,-8.04782,-34.883342,8,0.65,13800,urbano_denso,0
2024-01-07,São José,1.1,0.0,-8.056311,-34.881153,6,0.62,12900,urbano_denso,0
2024-01-07,Torre,1.1,0.0,-8.045575,-34.902711,15,0.42,7600,urbano_medio,1
2024-01-07,Várzea,1.1,0.0,-8.041267,-34.953185,55,0.35,6200,altitude,1
2024-01-08,Afogados,1.25,0.0,-8.053747,-34.919017,4,0.78,16700,ribeirinho,1
2024-01-08,Apipucos,1.25,0.0,-8.029878,-34.943426,50,0.28,4800,altitude,1
2024-01-08,Boa Viagem,1.25,0.0,-8.123105,-34.897746,5,0.45,9800,litoraneo,0
2024-01-08,Brasília Teimosa,1.25,0.0,-8.088716,-34.87912,2,0.82,18500,litoraneo,0
2024-01-08,Casa Forte,1.25,0.0,-8.018429,-34.924575,45,0.25,5400,altitude,1
2024-01-08,Coelhos,1.25,0.0,-8.063305,-34.87312,3,0.72,14300,ribeirinho,1
2024-01-08,Cordeiro,1.25,0.0,-8.051012,-34.937513,25,0.48,8700,urbano_medio,0
2024-01-08,Ibura,1.25,0.0,-8.119396,-34.944716,12,0.75,17500,urbano_denso,1
2024-01-08,Ilha Joana Bezerra,1.25,0.0,-8.063964,-34.897669,2,0.85,19200,ribeirinho,1
2024-01-08,Madalena,1.25,0.0,-8.053614,-34.91526,10,0.52,9800,urbano_medio,1
2024-01-08,Pina,1.25,0.0,-8.085093,-34.88362,3,0.68,12200,litoraneo,1
2024-01-08,Santo Amaro,1.25,0.0,-8.046236,-34.883784,8,0.65,13800,urbano_denso,1
2024-01-08,São José,1.25,0.0,-8.056696,-34.88198,6,0.62,12900,urbano_denso,0
2024-01-08,Torre,1.25,0.0,-8.046276,-34.902276,15,0.42,7600,urbano_medio,0
2024-01-08,Várzea,1.25,0.0,-8.041997,-34.953916,55,0.35,6200,altitude,1
2024-01-09,Afogados,1.25,0.0,-8.053578,-34.918881,4,0.78,16700,ribeirinho,2
2024-01-09,Apipucos,1.25,0.0,-8.030104,-34.944197,50,0.28,4800,altitude,0
2024-01-09,Boa Viagem,1.25,0.38,-8.122867,-34.897817,5,0.45,9800,litoraneo,2
2024-01-09,Brasília Teimosa,1.25,5.4,-8.089335,-34.878523,2,0.82,18500,litoraneo,0
2024-01-09,Casa Forte,1.25,0.0,-8.018656,-34.925292,45,0.25,5400,altitude,1
2024-01-09,Coelhos,1.25,0.0,-8.063671,-34.872105,3,0.72,14300,ribeirinho,0
2024-01-09,Cordeiro,1.25,1.2,-8.050768,-34.937101,25,0.48,8700,urbano_medio,0
2024-01-09,Ibura,1.25,2.23,-8.118847,-34.944285,12,0.75,17500,urbano_denso,0
2024-01-09,Ilha Joana Bezerra,1.25,0.0,-8.065002,-34.897092,2,0.85,19200,ribeirinho,1
2024-01-09,Madalena,1.25,0.5,-8.055161,-34.914074,10,0.52,9800,urbano_medio,1
2024-01-09,Pina,1.25,3.6,-8.08652,-34.882794,3,0.68,12200,litoraneo,2
2024-01-09,Santo Amaro,1.25,0.0,-8.047152,-34.883651,8,0.65,13800,urbano_denso,3
2024-01-09,São José,1.25,0.0,-8.057588,-34.881591,6,0.62,12900,urbano_denso,1
2024-01-09,Torre,1.25,0.5,-8.045257,-34.902271,15,0.42,7600,urbano_medio,0
2024-01-09,Várzea,1.25,0.0,-8.041383,-34.953454,55,0.35,6200,altitude,0
2024-01-10,Afogados,1.225,0.0,-8.052864,-34.919624,4,0.78,16700,ribeirinho,1
2024-01-10,Apipucos,1.225,0.0,-8.030073,-34.9423,50,0.28,4800,altitude,0
2024-01-10,Boa Viagem,1.225,0.0,-8.122793,-34.897904,5,0.45,9800,litoraneo,0
2024-01-10,Brasília Teimosa,1.225,2.05,-8.088829,-34.879984,2,0.82,18500,litoraneo,1
2024-01-10,Casa Forte,1.225,0.33,-8.018364,-34.924826,45,0.25,5400,altitude,0
2024-01-10,Coelhos,1.225,4.8,-8.063431,-34.871222,3,0.72,14300,ribeirinho,1
2024-01-10,Cordeiro,1.225,3.1,-8.050938,-34.937204,25,0.48,8700,urbano_medio,1
2024-01-10,Ibura,1.225,0.97,-8.118825,-34.945153,12,0.75,17500,urbano_denso,2
2024-01-10,Ilha Joana Bezerra,1.225,0.0,-8.064815,-34.897713,2,0.85,19200,ribeirinho,4
2024-01-10,Madalena,1.225,0.7,-8.05511,-34.914242,10,0.52,9800,urbano_medio,0
2024-01-10,Pina,1.225,0.9,-8.08624,-34.883627,3,0.68,12200,litoraneo,1
2024-01-10,Santo Amaro,1.225,0.0,-8.047204,-34.884071,8,0.65,13800,urbano_denso,1
2024-01-10,São José,1.225,0.0,-8.057137,-34.881172,6,0.62,12900,urbano_denso,1
2024-01-10,Torre,1.225,0.0,-8.045731,-34.901824,15,0.42,7600,urbano_medio,0
2024-01-10,Várzea,1.225,0.0,-8.0414,-34.953782,55,0.35,6200,altitude,0
2024-01-11,Afogados,1.225,32.3,-8.052358,-34.91905,4,0.78,16700,ribeirinho,3
2024-01-11,Apipucos,1.225,45.3,-8.031091,-34.942748,50,0.28,4800,altitude,1
2024-01-11,Boa Viagem,1.225,6.1,-8.123192,-34.897864,5,0.45,9800,litoraneo,0
2024-01-11,Brasília Teimosa,1.225,59.0,-8.089332,-34.879164,2,0.82,18500,litoraneo,1
2024-01-11,Casa Forte,1.225,3.03,-8.01934,-34.924185,45,0.25,5400,altitude,1
2024-01-11,Coelhos,1.225,70.4,-8.063085,-34.871442,3,0.72,14300,ribeirinho,0
2024-01-11,Cordeiro,1.225,50.1,-8.051379,-34.938071,25,0.48,8700,urbano_medio,1
2024-01-11,Ibura,1.225,8.0,-8.119652,-34.94559,12,0.75,17500,urbano_denso,0
2024-01-11,Ilha Joana Bezerra,1.225,44.1,-8.06552,-34.89665,2,0.85,19200,ribeirinho,8
2024-01-11,Madalena,1.225,18.0,-8.055294,-34.914882,10,0.52,9800,urbano_medio,2
2024-01-11,Pina,1.225,33.5,-8.085912,-34.883412,3,0.68,12200,litoraneo,0
2024-01-11,Santo Amaro,1.225,5.2,-8.047783,-34.883802,8,0.65,13800,urbano_denso,0
2024-01-11,São José,1.225,0.0,-8.055428,-34.881384,6,0.62,12900,urbano_denso,0
2024-01-11,Torre,1.225,21.1,-8.045818,-34.901901,15,0.42,7600,urbano_medio,1
2024-01-11,Várzea,1.225,0.0,-8.041429,-34.953692,55,0.35,6200,altitude,0
2024-01-12,Afogados,1.225,7.4,-8.052922,-34.918925,4,0.78,16700,ribeirinho,0
2024-01-12,Apipucos,1.225,5.6,-8.030275,-34.942833,50,0.28,4800,altitude,0
2024-01-12,Boa Viagem,1.225,0.25,-8.122476,-34.898741,5,0.45,9800,litoraneo,0
2024-01-12,Brasília Teimosa,1.225,2.25,-8.089333,-34.879508,2,0.82,18500,litoraneo,1
2024-01-12,Casa Forte,1.225,3.03,-8.018726,-34.924302,45,0.25,5400,altitude,0
2024-01-12,Coelhos,1.225,4.0,-8.063164,-34.871811,3,0.72,14300,ribeirinho,4
2024-01-12,Cordeiro,1.225,2.2,-8.051708,-34.937851,25,0.48,8700,urbano_medio,1
2024-01-12,Ibura,1.225,0.27,-8.118402,-34.944967,12,0.75,17500,urbano_denso,0
2024-01-12,Ilha Joana Bezerra,1.225,17.5,-8.064896,-34.896669,2,0.85,19200,ribeirinho,1
2024-01-12,Madalena,1.225,1.65,-8.054479,-34.914808,10,0.52,9800,urbano_medio,1
2024-01-12,Pina,1.225,0.0,-8.085587,-34.882143,3,0.68,12200,litoraneo,0
2024-01-12,Santo Amaro,1.225,2.0,-8.04603,-34.883631,8,0.65,13800,urbano_denso,1
2024-01-12,São José,1.225,0.0,-8.056538,-34.882604,6,0.62,12900,urbano_denso,0
2024-01-12,Torre,1.225,7.4,-8.045616,-34.902643,15,0.42,7600,urbano_medio,1
2024-01-12,Várzea,1.225,0.0,-8.041449,-34.954844,55,0.35,6200,altitude,2
2024-01-13,Afogados,1.2,36.83,-8.053257,-34.91759,4,0.78,16700,ribeirinho,3
2024-01-13,Apipucos,1.2,1.7,-8.03006,-34.943017,50,0.28,4800,altitude,0
2024-01-13,Boa Viagem,1.2,10.78,-8.12286,-34.898074,5,0.45,9800,litoraneo,0
2024-01-13,Brasília Teimosa,1.2,20.2,-8.088979,-34.878505,2,0.82,18500,litoraneo,3
2024-01-13,Casa Forte,1.2,5.5,-8.018963,-34.924692,45,0.25,5400,altitude,1
2024-01-13,Coelhos,1.2,0.0,-8.064172,-34.871711,3,0.72,14300,ribeirinho,0
2024-01-13,Cordeiro,1.2,7.4,-8.051057,-34.937464,25,0.48,8700,urbano_medio,0
2024-01-13,Ibura,1.2,2.17,-8.119341,-34.945083,12,0.75,17500,urbano_denso,0
2024-01-13,Ilha Joana Bezerra,1.2,27.0,-8.064202,-34.896934,2,0.85,19200,ribeirinho,2
2024-01-13,Madalena,1.2,15.55,-8.054612,-34.914768,10,0.52,9800,urbano_medio,0
2024-01-13,Pina,1.2,2.6,-8.085341,-34.883195,3,0.68,12200,litoraneo,1
2024-01-13,Santo Amaro,1.2,2.6,-8.047545,-34.884189,8,0.65,13800,urbano_denso,0
2024-01-13,São José,1.2,0.0,-8.055715,-34.881678,6,0.62,12900,urbano_denso,0
2024-01-13,Torre,1.2,13.1,-8.04558,-34.90185,15,0.42,7600,urbano_medio,1
2024-01-13,Várzea,1.2,0.0,-8.041427,-34.953711,55,0.35,6200,altitude,0
2024-01-14,Afogados,1.225,72.33,-8.0531,-34.919456,4,0.78,16700,ribeirinho,1
2024-01-14,Apipucos,1.225,11.2,-8.029936,-34.943791,50,0.28,4800,altitude,1
2024-01-14,Boa Viagem,1.225,8.82,-8.12259,-34.897754,5,0.45,9800,litoraneo,2
2024-01-14,Brasília Teimosa,1.225,24.25,-8.090057,-34.880004,2,0.82,18500,litoraneo,4
2024-01-14,Casa Forte,1.225,4.37,-8.018477,-34.925187,45,0.25,5400,altitude,0
2024-01-14,Coelhos,1.225,0.0,-8.06319,-34.872044,3,0.72,14300,ribeirinho,3
2024-01-14,Cordeiro,1.225,25.5,-8.050351,-34.937266,25,0.48,8700,urbano_medio,0
2024-01-14,Ibura,1.225,30.03,-8.118855,-34.944739,12,0.75,17500,urbano_denso,0
2024-01-14,Ilha Joana Bezerra,1.225,7.2,-8.064933,-34.897019,2,0.85,19200,ribeirinho,1
2024-01-14,Madalena,1.225,38.9,-8.054776,-34.915089,10,0.52,9800,urbano_medio,0
2024-01-14,Pina,1.225,13.0,-8.085963,-34.882991,3,0.68,12200,litoraneo,2
2024-01-14,Santo Amaro,1.225,36.5,-8.046871,-34.883939,8,0.65,13800,urbano_denso,0
2024-01-14,São José,1.225,0.0,-8.056202,-34.881475,6,0.62,12900,urbano_denso,1
2024-01-14,Torre,1.225,18.2,-8.045153,-34.902857,15,0.42,7600,urbano_medio,0
2024-01-14,Várzea,1.225,0.0,-8.041293,-34.953115,55,0.35,6200,altitude,1
2024-01-15,Afogados,1.6,1.4,-8.053725,-34.918168,4,0.78,16700,ribeirinho,1
2024-01-15,Apipucos,1.6,0.0,-8.030646,-34.943342,50,0.28,4800,altitude,0
2024-01-15,Boa Viagem,1.6,0.0,-8.123244,-34.89772,5,0.45,9800,litoraneo,0
2024-01-15,Brasília Teimosa,1.6,0.0,-8.089962,-34.88002,2,0.82,18500,litoraneo,1
2024-01-15,Casa Forte,1.6,0.0,-8.018958,-34.924377,45,0.25,5400,altitude,0
2024-01-15,Coelhos,1.6,0.0,-8.063632,-34.871598,3,0.72,14300,ribeirinho,4
2024-01-15,Cordeiro,1.6,1.0,-8.050172,-34.937331,25,0.48,8700,urbano_medio,0
2024-01-15,Ibura,1.6,0.17,-8.118318,-34.945018,12,0.75,17500,urbano_denso,0
2024-01-15,Ilha Joana Bezerra,1.6,0.0,-8.06438,-34.896319,2,0.85,19200,ribeirinho,1
2024-01-15,Madalena,1.6,0.1,-8.054295,-34.914922,10,0.52,9800,urbano_medio,0
2024-01-15,Pina,1.6,0.1,-8.085507,-34.882665,3,0.68,12200,litoraneo,4
2024-01-15,Santo Amaro,1.6,0.0,-8.046444,-34.883929,8,0.65,13800,urbano_denso,0
2024-01-15,São José,1.6,0.0,-8.056779,-34.881454,6,0.62,12900,urbano_denso,0
2024-01-15,Torre,1.6,0.0,-8.045304,-34.902035,15,0.42,7600,urbano_medio,3
2024-01-15,Várzea,1.6,0.0,-8.041418,-34.953916,55,0.35,6200,altitude,0
2024-01-16,Afogados,1.225,0.87,-8.052798,-34.918402,4,0.78,16700,ribeirinho,2
2024-01-16,Apipucos,1.225,0.6,-8.03063,-34.942679,50,0.28,4800,altitude,0
2024-01-16,Boa Viagem,1.225,0.42,-8.123019,-34.898314,5,0.45,9800,litoraneo,0
2024-01-16,Brasília Teimosa,1.225,0.0,-8.089381,-34.8799,2,0.82,18500,litoraneo,1
2024-01-16,Casa Forte,1.225,0.0,-8.019092,-34.92469,45,0.25,5400,altitude,0
2024-01-16,Coelhos,1.225,0.0,-8.063564,-34.871317,3,0.72,14300,ribeirinho,1
2024-01-16,Cordeiro,1.225,0.0,-8.050206,-34.937832,25,0.48,8700,urbano_medio,0
2024-01-16,Ibura,1.225,0.4,-8.118437,-34.944329,12,0.75,17500,urbano_denso,0
2024-01-16,Ilha Joana Bezerra,1.225,0.0,-8.064795,-34.8972,2,0.85,19200,ribeirinho,0
2024-01-16,Madalena,1.225,0.15,-8.054084,-34.914835,10,0.52,9800,urbano_medio,1
2024-01-16,Pina,1.225,1.8,-8.085978,-34.882852,3,0.68,12200,litoraneo,0
2024-01-16,Santo Amaro,1.225,0.0,-8.046689,-34.883487,8,0.65,13800,urbano_denso,0
2024-01-16,São José,1.225,0.0,-8.056749,-34.882457,6,0.62,12900,urbano_denso,0
2024-01-16,Torre,1.225,0.0,-8.045678,-34.901595,15,0.42,7600,urbano_medio,4
2024-01-16,Várzea,1.225,0.0,-8.040996,-34.953574,55,0.35,6200,altitude,0
2024-01-17,Afogados,1.25,0.0,-8.052659,-34.91876,4,0.78,16700,ribeirinho,4
2024-01-17,Apipucos,1.25,0.0,-8.030587,-34.943626,50,0.28,4800,altitude,2
2024-01-17,Boa Viagem,1.25,0.45,-8.122439,-34.897167,5,0.45,9800,litoraneo,3
2024-01-17,Brasília Teimosa,1.25,0.0,-8.089606,-34.880662,2,0.82,18500,litoraneo,1
2024-01-17,Casa Forte,1.25,0.0,-8.01863,-34.92586,45,0.25,5400,altitude,0
2024-01-17,Coelhos,1.25,0.0,-8.063563,-34.872508,3,0.72,14300,ribeirinho,2
2024-01-17,Cordeiro,1.25,0.0,-8.051208,-34.938427,25,0.48,8700,urbano_medio,1
2024-01-17,Ibura,1.25,0.0,-8.118883,-34.944844,12,0.75,17500,urbano_denso,1
2024-01-17,Ilha Joana Bezerra,1.25,0.0,-8.064538,-34.897791,2,0.85,19200,ribeirinho,0
2024-01-17,Madalena,1.25,0.0,-8.055463,-34.913894,10,0.52,9800,urbano_medio,2
2024-01-17,Pina,1.25,0.0,-8.085906,-34.883025,3,0.68,12200,litoraneo,4
2024-01-17,Santo Amaro,1.25,0.0,-8.04693,-34.884433,8,0.65,13800,urbano_denso,0
2024-01-17,São José,1.25,0.0,-8.056918,-34.882229,6,0.62,12900,urbano_denso,0
2024-01-17,Torre,1.25,0.0,-8.045218,-34.901893,15,0.42,7600,urbano_medio,1
2024-01-17,Várzea,1.25,0.0,-8.04092,-34.953978,55,0.35,6200,altitude,1
2024-01-18,Afogados,1.275,0.0,-8.053326,-34.918021,4,0.78,16700,ribeirinho,0
2024-01-18,Apipucos,1.275,0.0,-8.030032,-34.944366,50,0.28,4800,altitude,0
2024-01-18,Boa Viagem,1.275,0.0,-8.122986,-34.898233,5,0.45,9800,litoraneo,2
2024-01-18,Brasília Teimosa,1.275,0.0,-8.088943,-34.879863,2,0.82,18500,litoraneo,0
2024-01-18,Casa Forte,1.275,0.23,-8.018462,-34.924309,45,0.25,5400,altitude,0
2024-01-18,Coelhos,1.275,0.0,-8.063675,-34.87155,3,0.72,14300,ribeirinho,2
2024-01-18,Cordeiro,1.275,0.0,-8.051377,-34.938299,25,0.48,8700,urbano_medio,0
2024-01-18,Ibura,1.275,0.03,-8.119081,-34.944625,12,0.75,17500,urbano_denso,0
2024-01-18,Ilha Joana Bezerra,1.275,0.0,-8.065274,-34.896975,2,0.85,19200,ribeirinho,2
2024-01-18,Madalena,1.275,0.8,-8.054998,-34.914227,10,0.52,9800,urbano_medio,2
2024-01-18,Pina,1.275,0.0,-8.086303,-34.882918,3,0.68,12200,litoraneo,1
2024-01-18,Santo Amaro,1.275,0.0,-8.047751,-34.883926,8,0.65,13800,urbano_denso,2
2024-01-18,São José,1.275,0.0,-8.057769,-34.881403,6,0.62,12900,urbano_denso,2
2024-01-18,Torre,1.275,0.0,-8.0454,-34.902447,15,0.42,7600,urbano_medio,1
2024-01-18,Várzea,1.275,0.0,-8.041555,-34.95342,55,0.35,6200,altitude,1
2024-01-19,Afogados,1.275,0.33,-8.053335,-34.918714,4,0.78,16700,ribeirinho,1
2024-01-19,Apipucos,1.275,0.0,-8.029783,-34.943214,50,0.28,4800,altitude,0
2024-01-19,Boa Viagem,1.275,0.0,-8.121937,-34.897315,5,0.45,9800,litoraneo,1
2024-01-19,Brasília Teimosa,1.275,1.2,-8.089554,-34.87998,2,0.82,18500,litoraneo,2
